dataset,method,n_estimators,eta,cost_budget,accuracy,f1,AUC,recourse,validity,cost
COMPAS,RABIT,100,0.16,0.2,0.6674057649667405,0.7262773722627737,0.7114789563637312,0.947339246119734,0.8424543946932007,0.10196416742389369
COMPAS,RABIT,100,0.32,0.2,0.6646341463414634,0.732182381584772,0.7092088327543214,0.9722838137472284,0.9067164179104478,0.08274835394694113
COMPAS,RABIT,100,0.64,0.2,0.6529933481152993,0.7301724137931035,0.7043471191523216,0.9944567627494457,0.9789473684210527,0.061442034577055445
COMPAS,RABIT,100,1.28,0.2,0.643569844789357,0.7285774588433939,0.6982802169091318,1.0,1.0,0.05188986575225692
COMPAS,Vanilla,100,0.01,0.2,0.6662971175166297,0.7108549471661864,0.7100913138293844,0.8647450110864745,0.6577840112201964,0.18365261632390525
COMPAS,Vanilla,100,0.02,0.2,0.6685144124168514,0.7138755980861244,0.7103370680528198,0.8691796008869179,0.6652482269503546,0.17681840402940835
COMPAS,Vanilla,100,0.04,0.2,0.6690687361419069,0.716927453769559,0.7107938233771843,0.8835920177383592,0.6938775510204082,0.16750130994280388
COMPAS,Vanilla,100,0.08,0.2,0.667960088691796,0.7207459207459207,0.7111363898704577,0.9035476718403548,0.7323076923076923,0.15434555901048216
COMPAS,Vanilla,100,0.16,0.2,0.6635254988913526,0.7237141556668184,0.7106113694840278,0.9445676274944568,0.8327759197324415,0.12393020447630375
COMPAS,Vanilla,100,0.32,0.2,0.6607538802660754,0.7282415630550622,0.7084864642793753,0.9711751662971175,0.9042357274401474,0.1035435210466696
COMPAS,Vanilla,100,0.64,0.2,0.6518847006651884,0.729776247848537,0.7033392785996477,0.9900221729490022,0.9617834394904459,0.0885619560722128
COMPAS,Vanilla,100,1.28,0.2,0.6369179600886918,0.7253668763102725,0.6958127452112058,0.9955654101995566,0.9804878048780488,0.08079975593283449
COMPAS,OAF,100,0.01,0.2,0.6723946784922394,0.712688381137579,0.7113926941489395,0.9024390243902439,0.7615176151761518,0.14031511346005854
COMPAS,OAF,100,0.02,0.2,0.6723946784922394,0.7143547607539874,0.7113827646853664,0.9162971175166297,0.7920110192837465,0.13472205559330208
COMPAS,OAF,100,0.04,0.2,0.6701773835920177,0.7162613257033857,0.7109917920571738,0.9207317073170732,0.7951289398280802,0.13036574781690363
COMPAS,OAF,100,0.08,0.2,0.6696230598669624,0.7212347988774556,0.7103227944489334,0.9356984478935698,0.8234398782343988,0.1203932096257876
COMPAS,OAF,100,0.16,0.2,0.6690687361419069,0.7245039224734656,0.7076778335896377,0.9523281596452328,0.8630573248407644,0.11667097676274854
COMPAS,OAF,100,0.32,0.2,0.6751662971175166,0.7379248658318426,0.7023755000415797,0.9844789356984479,0.9499105545617174,0.09383338218686518
COMPAS,OAF,100,0.64,0.2,0.6624168514412417,0.7334792122538293,0.6944877824156648,0.9983370288248337,0.9941176470588236,0.08080802717569364
COMPAS,OAF,100,1.28,0.2,0.6485587583148559,0.7281303602058319,0.6866360590952024,1.0,1.0,0.07533753147028698
COMPAS,RABIT,100,0.01,0.2,0.6746119733924612,0.7176527176527177,0.7121082361176791,0.9118625277161863,0.7779329608938548,0.1425013006986589
COMPAS,RABIT,100,0.02,0.2,0.6751662971175166,0.7190795781399808,0.7124346672326463,0.9379157427937915,0.842031029619182,0.11472393302630193
COMPAS,RABIT,100,0.04,0.2,0.6790465631929047,0.7244169443122322,0.7128628753492379,0.9628603104212861,0.9034582132564841,0.09225054119765111
COMPAS,RABIT,100,0.08,0.2,0.6812638580931264,0.728389230042513,0.7131061472067797,0.9850332594235033,0.9601769911504425,0.07561446738528894
COMPAS,RABIT,100,0.16,0.2,0.6801552106430155,0.7322505800464038,0.7131930300130449,0.9922394678492239,0.978125,0.0695611450183977
COMPAS,RABIT,100,0.32,0.2,0.6784922394678492,0.7339449541284404,0.7130105761198884,0.9933481152993349,0.9804878048780488,0.0676700356799548
COMPAS,RABIT,100,0.64,0.2,0.6740576496674058,0.7344173441734417,0.7114553738877449,0.9939024390243902,0.9810671256454389,0.06639516158897217
COMPAS,RABIT,100,1.28,0.2,0.6662971175166297,0.733392382639504,0.7075406828740336,0.9977827050997783,0.9925512104283054,0.06153064782101467
COMPAS,Vanilla,100,0.01,0.2,0.6657427937915743,0.7074235807860262,0.7204942886966711,0.8580931263858093,0.6512261580381471,0.17316693399251162
COMPAS,Vanilla,100,0.02,0.2,0.6707317073170732,0.7133204633204633,0.7205476595633766,0.8608647450110865,0.65283540802213,0.1700456232795223
COMPAS,Vanilla,100,0.04,0.2,0.6784922394678492,0.722753346080306,0.7210168267172076,0.8780487804878049,0.6870554765291608,0.15926883407823364
COMPAS,Vanilla,100,0.08,0.2,0.6823725055432373,0.728564661297963,0.7210764034986465,0.8902439024390244,0.7105263157894737,0.15164653123741575
COMPAS,Vanilla,100,0.16,0.2,0.6790465631929047,0.7290594291062237,0.7208914672395967,0.9146341463414634,0.7659574468085106,0.13144047534043563
COMPAS,Vanilla,100,0.32,0.2,0.6723946784922394,0.7329417080885675,0.7190582400274054,0.947339246119734,0.8367697594501718,0.11200009855350554
COMPAS,Vanilla,100,0.64,0.2,0.6607538802660754,0.7327510917030567,0.7160545772965297,0.9684035476718403,0.8871287128712871,0.09416042339686444
COMPAS,Vanilla,100,1.28,0.2,0.6496674057649667,0.7346767422334173,0.7116347248235348,0.9855875831485588,0.937046004842615,0.08024941655675435
COMPAS,OAF,100,0.01,0.2,0.6613082039911308,0.7003433055419324,0.7096935146949855,0.8797117516629712,0.7129629629629629,0.14562167455522407
COMPAS,OAF,100,0.02,0.2,0.6635254988913526,0.7034684904738642,0.710258252935708,0.8824833702882483,0.7165775401069518,0.14370582100284787
COMPAS,OAF,100,0.04,0.2,0.6629711751662971,0.7034146341463414,0.7113616645752734,0.8924611973392461,0.7395973154362416,0.1373681602098314
COMPAS,OAF,100,0.08,0.2,0.6651884700665188,0.7090558766859345,0.7126822832305013,0.897450110864745,0.7426981919332406,0.1329335812614513
COMPAS,OAF,100,0.16,0.2,0.667960088691796,0.7173194903256253,0.713322733630969,0.9340354767184036,0.8239644970414202,0.11436024085768279
COMPAS,OAF,100,0.32,0.2,0.6735033259423503,0.7319071461083295,0.7135511112931513,0.9534368070953437,0.8595317725752508,0.09971992669983311
COMPAS,OAF,100,0.64,0.2,0.6690687361419069,0.7366563740626378,0.7117178840809598,0.9872505543237251,0.9564393939393939,0.0805351500004187
COMPAS,OAF,100,1.28,0.2,0.6590909090909091,0.7350280051701853,0.7087589039361634,0.996119733924612,0.9852320675105485,0.0741063268593538
COMPAS,RABIT,100,0.01,0.2,0.6701773835920177,0.7104622871046229,0.7155748600876524,0.8553215077605322,0.6472972972972973,0.17267840507691226
COMPAS,RABIT,100,0.02,0.2,0.6696230598669624,0.7106796116504854,0.7158007553839413,0.8686252771618626,0.6775510204081633,0.16339081622076246
COMPAS,RABIT,100,0.04,0.2,0.6707317073170732,0.7135969141755063,0.7160949157422958,0.8852549889135255,0.7128987517337032,0.1505988696938896
COMPAS,RABIT,100,0.08,0.2,0.6690687361419069,0.715035799522673,0.7161420806942681,0.9029933481152993,0.75,0.13710272201424817
COMPAS,RABIT,100,0.16,0.2,0.6746119733924612,0.7245424683247301,0.7163555641610906,0.926829268292683,0.8012048192771084,0.11619642445300968
COMPAS,RABIT,100,0.32,0.2,0.6674057649667405,0.7237569060773481,0.7158615733483268,0.9506651884700665,0.8571428571428571,0.09567556645812236
COMPAS,RABIT,100,0.64,0.2,0.6668514412416852,0.7318161535029005,0.7133196306736024,0.9889135254988913,0.9638989169675091,0.06458041054853142
COMPAS,RABIT,100,1.28,0.2,0.6668514412416852,0.738354375272094,0.7093267451342524,1.0,1.0,0.04777392596269345
COMPAS,Vanilla,100,0.01,0.2,0.6613082039911308,0.7046882551957467,0.7056609113013431,0.88470066518847,0.7134986225895317,0.15353227052619325
COMPAS,Vanilla,100,0.02,0.2,0.6607538802660754,0.7066155321188878,0.7053046917956567,0.8891352549889135,0.7179125528913963,0.15194501026764567
COMPAS,Vanilla,100,0.04,0.2,0.6646341463414634,0.7120418848167539,0.7044631697578327,0.905210643015521,0.7536023054755043,0.1457641277938001
COMPAS,Vanilla,100,0.08,0.2,0.6651884700665188,0.7156308851224106,0.7029588560265018,0.9218403547671841,0.789865871833085,0.13332785585999332
COMPAS,Vanilla,100,0.16,0.2,0.6635254988913526,0.720919540229885,0.6996287621806591,0.9484478935698448,0.85,0.11670381830758107
COMPAS,Vanilla,100,0.32,0.2,0.6596452328159645,0.7251566696508505,0.6943971760605598,0.9650776053215078,0.8877005347593583,0.10234022803209752
COMPAS,Vanilla,100,0.64,0.2,0.647450110864745,0.7239583333333334,0.687349739289522,0.9828159645232816,0.9368635437881874,0.08553481799562394
COMPAS,Vanilla,100,1.28,0.2,0.6374722838137472,0.72264631043257,0.6800615130268356,0.9916851441241685,0.965675057208238,0.072363124637511
COMPAS,OAF,100,0.01,0.2,0.6779379157427938,0.7242524916943521,0.7205904803750358,0.9379157427937915,0.8372093023255814,0.11974652270916115
COMPAS,OAF,100,0.02,0.2,0.6784922394678492,0.7251184834123223,0.7198979002908091,0.9395787139689579,0.8408759124087591,0.1175247403507744
COMPAS,OAF,100,0.04,0.2,0.676829268292683,0.7248702218027372,0.7191382963274637,0.9484478935698448,0.8624260355029586,0.11223783097801143
COMPAS,OAF,100,0.08,0.2,0.6779379157427938,0.7293898462971589,0.716236410598213,0.9639689578713969,0.8996913580246914,0.10173275887376984
COMPAS,OAF,100,0.16,0.2,0.6712860310421286,0.7308216068996822,0.7117110575747534,0.9839246119733924,0.9510135135135135,0.08600295939677303
COMPAS,OAF,100,0.32,0.2,0.6685144124168514,0.7318385650224215,0.7055808550012846,0.9866962305986696,0.9575221238938053,0.07945321320413357
COMPAS,OAF,100,0.64,0.2,0.6635254988913526,0.7334211682037769,0.6989616263468388,0.9900221729490022,0.9652509652509652,0.07261989040605622
COMPAS,OAF,100,1.28,0.2,0.6574279379157428,0.7333908541846419,0.6909175196696467,0.996119733924612,0.9853249475890985,0.06627587526443397
COMPAS,RABIT,100,0.01,0.2,0.6773835920177383,0.7207293666026872,0.7107038376135528,0.9162971175166297,0.7876230661040787,0.13555884182321526
COMPAS,RABIT,100,0.02,0.2,0.6790465631929047,0.7225682798275036,0.7100050516145928,0.9279379157427938,0.8163841807909604,0.123285916029446
COMPAS,RABIT,100,0.04,0.2,0.6801552106430155,0.7261509254864736,0.7096227672670268,0.947339246119734,0.8619186046511628,0.10740561086759863
COMPAS,RABIT,100,0.08,0.2,0.676829268292683,0.7248702218027372,0.7090381700991581,0.9573170731707317,0.886094674556213,0.09800329996073856
COMPAS,RABIT,100,0.16,0.2,0.6757206208425721,0.7282861124013005,0.7079707527650453,0.9733924611973392,0.9252336448598131,0.08748610431278288
COMPAS,RABIT,100,0.32,0.2,0.6723946784922394,0.7329417080885675,0.7058321945479799,0.9850332594235033,0.9536082474226805,0.07397868673478773
COMPAS,RABIT,100,0.64,0.2,0.6696230598669624,0.7360496014171833,0.7019261918148949,0.9905764966740577,0.9683426443202979,0.06719178441142284
COMPAS,RABIT,100,1.28,0.2,0.6574279379157428,0.7329299913569577,0.6963309390914292,0.9983370288248337,0.9937629937629938,0.05801441680490854
COMPAS,Vanilla,100,0.01,0.2,0.6690687361419069,0.7074963253307203,0.7205824126858826,0.8608647450110865,0.6671087533156499,0.19403635958177745
COMPAS,Vanilla,100,0.02,0.2,0.6712860310421286,0.7100244498777506,0.7208194786286916,0.8619733924611973,0.668,0.1902053044867751
COMPAS,Vanilla,100,0.04,0.2,0.6685144124168514,0.7102713178294574,0.7212749927701094,0.8819290465631929,0.7086183310533516,0.17465707590090612
COMPAS,Vanilla,100,0.08,0.2,0.6707317073170732,0.717680608365019,0.7215393647377442,0.905210643015521,0.7525325615050651,0.15639272922966074
COMPAS,Vanilla,100,0.16,0.2,0.6696230598669624,0.72330547818013,0.7205675184905229,0.938470066518847,0.8268330733229329,0.13107641535385864
COMPAS,Vanilla,100,0.32,0.2,0.667960088691796,0.7285908473040327,0.716856381480061,0.975609756097561,0.9251700680272109,0.10341494951106657
COMPAS,Vanilla,100,0.64,0.2,0.6568736141906873,0.7307525010874293,0.7115540479320029,0.9972283813747228,0.9899193548387096,0.08311348448963003
COMPAS,Vanilla,100,1.28,0.2,0.6524390243902439,0.7344345616264295,0.7051309261831266,1.0,1.0,0.07502844470116295
COMPAS,OAF,100,0.01,0.2,0.6629711751662971,0.7010816125860374,0.7146061167977977,0.8907982261640798,0.7411300919842313,0.14988690184176834
COMPAS,OAF,100,0.02,0.2,0.6646341463414634,0.7035766780989711,0.7146210109931574,0.905210643015521,0.773209549071618,0.1428122907870962
COMPAS,OAF,100,0.04,0.2,0.6662971175166297,0.7063414634146341,0.7146371463714636,0.9146341463414634,0.7932885906040269,0.13681758426036614
COMPAS,OAF,100,0.08,0.2,0.6635254988913526,0.7071876507477086,0.7144112510751747,0.9379157427937915,0.8448753462603878,0.12155117904113157
COMPAS,OAF,100,0.16,0.2,0.6635254988913526,0.7135441245870694,0.712471282129572,0.9490022172949002,0.863905325443787,0.11074018896781375
COMPAS,OAF,100,0.32,0.2,0.6646341463414634,0.7215830648872527,0.7096997206097189,0.983370288248337,0.9517684887459807,0.08772584646881895
COMPAS,OAF,100,0.64,0.2,0.6607538802660754,0.7248201438848921,0.7037867250519124,0.9944567627494457,0.9824868651488616,0.07597558874720048
COMPAS,OAF,100,1.28,0.2,0.6513303769401331,0.7256868730920192,0.6977508523823887,1.0,1.0,0.06862419290031618
COMPAS,RABIT,100,0.01,0.2,0.6696230598669624,0.7081292850146915,0.7192400733290886,0.8608647450110865,0.6666666666666666,0.18133780410377498
COMPAS,RABIT,100,0.02,0.2,0.6685144124168514,0.7074363992172211,0.7181006673840704,0.8957871396895787,0.7496671105193076,0.14516060530353275
COMPAS,RABIT,100,0.04,0.2,0.6685144124168514,0.7082926829268292,0.7166447597876584,0.9401330376940134,0.8550335570469799,0.10780439696558784
COMPAS,RABIT,100,0.08,0.2,0.6696230598669624,0.7106796116504854,0.7147308556839352,0.9545454545454546,0.8884353741496599,0.0951185428907195
COMPAS,RABIT,100,0.16,0.2,0.6690687361419069,0.712289156626506,0.7134971198349723,0.9623059866962306,0.9055555555555556,0.08884758795378658
COMPAS,RABIT,100,0.32,0.2,0.6657427937915743,0.7151629664619745,0.7116887162817137,0.9717294900221729,0.9247787610619469,0.08083486334636063
COMPAS,RABIT,100,0.64,0.2,0.6746119733924612,0.7286176606564956,0.7098976892897082,0.9889135254988913,0.9683544303797469,0.07088341805421451
COMPAS,RABIT,100,1.28,0.2,0.6651884700665188,0.7271906052393857,0.7069523621573249,0.9972283813747228,0.9913941480206541,0.06401444277746839
Adult,Vanilla,100,0.01,0.2,0.8576693145524527,0.6573343848580442,0.9113337487710215,0.4023421505200229,0.2746247887883908,0.3136587676746788
Adult,Vanilla,100,0.02,0.2,0.856932274179019,0.6575181336992747,0.9098916907230731,0.48161493735156824,0.36901913875598086,0.28322836718918576
Adult,Vanilla,100,0.04,0.2,0.8546392596838915,0.6550048590864918,0.9068544934287086,0.5983948898534108,0.5090108129755707,0.2365646811464944
Adult,Vanilla,100,0.08,0.2,0.8516092048153304,0.6528735632183909,0.9020046747424275,0.730652690197363,0.6682134570765661,0.18164104348792534
Adult,Vanilla,100,0.16,0.2,0.8463680288264679,0.6489520958083832,0.89370052631195,0.8340021292277455,0.7929308407396056,0.14164425142095582
Adult,Vanilla,100,0.32,0.2,0.8274506592416674,0.6405050332707729,0.8802082331673867,0.9190074522971091,0.893334771354616,0.11550601059651905
Adult,Vanilla,100,0.64,0.2,0.7931373351895832,0.6107858243451464,0.8611871113515217,0.9778068954221604,0.9686451463612171,0.09381406947303675
Adult,Vanilla,100,1.28,0.2,0.7436737367946933,0.5721705850191361,0.8390459331280904,0.9950045041356155,0.9921964948189843,0.08303796364324012
Adult,OAF,100,0.01,0.2,0.8336745557284416,0.570703868103995,0.8550076231120999,0.3179919744492671,0.19938473370505672,0.31921294630839214
Adult,OAF,100,0.02,0.2,0.8335107689787896,0.5733473242392445,0.8535437910597485,0.4908688887069036,0.400366512345679,0.2716090283593714
Adult,OAF,100,0.04,0.2,0.8305626074850545,0.570301142263759,0.849853815745059,0.6255834902956351,0.5568908703237061,0.22515456703287537
Adult,OAF,100,0.08,0.2,0.8255671116206699,0.5629872794419368,0.844227501429679,0.772418311358611,0.7291158982356954,0.1726546982904797
Adult,OAF,100,0.16,0.2,0.8194251085087216,0.5606694560669456,0.8342865447189787,0.9398902628777331,0.927427328455606,0.11677827481873211
Adult,OAF,100,0.32,0.2,0.807714355908607,0.5515660809778457,0.8211628991007373,0.9843583654082385,0.9807012225927049,0.09950087056073051
Adult,OAF,100,0.64,0.2,0.7800343952174269,0.5351332641052268,0.8043056933163533,0.9959053312587012,0.994655264564404,0.08569098896110548
Adult,OAF,100,1.28,0.2,0.7298337564491033,0.5101707498144024,0.7885570459388755,0.9995905331258701,0.9994046201476542,0.07800479134564611
Adult,RABIT,100,0.01,0.2,0.8549668331831954,0.6526769954893117,0.9081219357509921,0.46392596838915734,0.34761809846521824,0.2825970986277507
Adult,RABIT,100,0.02,0.2,0.8542297928097617,0.6519358623386782,0.9062351869532229,0.5535173204487757,0.4558339155604352,0.24762422081708862
Adult,RABIT,100,0.04,0.2,0.8527557120628941,0.6530297182554998,0.9031034514265437,0.6897060027843748,0.61923424781429,0.19830883061591772
Adult,RABIT,100,0.08,0.2,0.8466956023257718,0.646124763705104,0.8992480157839795,0.902055523708132,0.8784923295743168,0.13361504755763035
Adult,RABIT,100,0.16,0.2,0.842600933584473,0.6432813659985153,0.8940525393831318,0.9496355744820244,0.9368907131862494,0.11514045870431276
Adult,RABIT,100,0.32,0.2,0.8361313569732208,0.6404312668463612,0.8874453632754999,0.9864875931537138,0.9827550167224081,0.09637004219481146
Adult,RABIT,100,0.64,0.2,0.8268774056178855,0.6372683596431022,0.8790571767671151,0.9976250921300467,0.9968833960236432,0.08710243172514849
Adult,RABIT,100,1.28,0.2,0.8103349439030383,0.632497619803237,0.8681049999229988,0.9993448530013922,0.9990941003283886,0.08064422376661223
Adult,Vanilla,100,0.01,0.2,0.8552944066824993,0.6581543818920488,0.9099140173671818,0.36720989271967897,0.22450822962665595,0.3328850085982543
Adult,Vanilla,100,0.02,0.2,0.8553763000573253,0.6612965093977752,0.9088181696735056,0.4464826795512243,0.3185805020667406,0.3077824334263682
Adult,Vanilla,100,0.04,0.2,0.853001392187372,0.6597156398104266,0.906177841373099,0.5458193432151339,0.4374112396023534,0.27136219687218854
Adult,Vanilla,100,0.08,0.2,0.849725657194333,0.6622492177434198,0.9015576629058429,0.7194332978462042,0.6468041237113402,0.19714767480268833
Adult,Vanilla,100,0.16,0.2,0.8383424780935222,0.6641714869003063,0.8932654146503607,0.839161411841782,0.7877903835764452,0.13991796707681897
Adult,Vanilla,100,0.32,0.2,0.8220456965031528,0.6542561654733492,0.882533298937038,0.9415281303742528,0.9193037974683544,0.10790121453943113
Adult,Vanilla,100,0.64,0.2,0.7950208828105806,0.6332600732600733,0.8703449039140081,0.9814102039145033,0.9726769378911893,0.09428181609336761
Adult,Vanilla,100,1.28,0.2,0.7518630742772909,0.6119364754098361,0.8579238844175425,0.9925477028908362,0.9875767918088737,0.08819090328180568
Adult,OAF,100,0.01,0.2,0.8333469822291376,0.5559677067423086,0.8572884040200044,0.40054049627385147,0.3061611374407583,0.29029081430797865
Adult,OAF,100,0.02,0.2,0.8331013021046597,0.5590653396797923,0.8557858871882569,0.5665383670461059,0.496432309009609,0.21220022560645413
Adult,OAF,100,0.04,0.2,0.832118581606748,0.5632722624627183,0.8526623675718683,0.6987961673900581,0.6476674010920587,0.17655201934444914
Adult,OAF,100,0.08,0.2,0.8263860453689297,0.5529312526360186,0.8464523551993707,0.7809352223405126,0.7425656818400539,0.15744689376868193
Adult,OAF,100,0.16,0.2,0.8205716157562853,0.5538586845856242,0.8367853604120894,0.9038571779543035,0.885149677166895,0.1150703141790149
Adult,OAF,100,0.32,0.2,0.7974776840553599,0.5357612164445279,0.8244638897479366,0.9662599295716976,0.9579849071996737,0.10007559730556677
Adult,OAF,100,0.64,0.2,0.7847023175825075,0.5411066503752836,0.8089150400453783,0.9855867660306281,0.9812845597618035,0.09138931967760174
Adult,OAF,100,1.28,0.2,0.72745884857915,0.5208753239274403,0.7901437113764715,0.9974613053803947,0.9962135092219372,0.08385518954007058
Adult,RABIT,100,0.01,0.2,0.853001392187372,0.6539425486793908,0.9074191622586282,0.5255097862582917,0.4174542529660165,0.2739925210592936
Adult,RABIT,100,0.02,0.2,0.8525100319384162,0.6545175522731632,0.905274330718316,0.6401605110146589,0.5570564516129032,0.22577810575327092
Adult,RABIT,100,0.04,0.2,0.8508721644418966,0.6517498565691336,0.902182164194562,0.7578412906395873,0.7014337641357028,0.17372903987699295
Adult,RABIT,100,0.08,0.2,0.8473507493243797,0.6468359226979916,0.8977110879198928,0.8617639832937516,0.8287163876204973,0.13952071741888497
Adult,RABIT,100,0.16,0.2,0.8410449594627795,0.6402224281742354,0.891330936203346,0.9556137908443207,0.9443417539535839,0.11394416043437505
Adult,RABIT,100,0.32,0.2,0.8322823683564,0.6311239193083573,0.882801789727371,0.9885349275243632,0.9853877465817764,0.10257826742193656
Adult,RABIT,100,0.64,0.2,0.8174596675128982,0.6130880055545912,0.8719515933302724,0.9926295962656622,0.9903969270166453,0.095711483479154
Adult,RABIT,100,1.28,0.2,0.7947752026861027,0.6135101789019124,0.8584513421739475,0.996478584882483,0.9950283269742167,0.08821546602194384
Adult,Vanilla,100,0.01,0.2,0.8558676603062813,0.6536796536796536,0.9086668385007723,0.38432560805830807,0.2520147249029947,0.3303784272050295
Adult,Vanilla,100,0.02,0.2,0.8555400868069774,0.6557377049180327,0.9071759639454908,0.44779297354843994,0.3263063243081227,0.3047415149018295
Adult,Vanilla,100,0.04,0.2,0.8535746458111538,0.6549594751061366,0.9039259635218004,0.5276390140037671,0.4203597628379057,0.27592966266149355
Adult,Vanilla,100,0.08,0.2,0.8510359511915486,0.6591718193741802,0.8973386824435723,0.7245106870854148,0.6565945283789302,0.18768829281635818
Adult,Vanilla,100,0.16,0.2,0.835394316599787,0.6532091097308489,0.8864420643111983,0.8408811727131275,0.7919031808932205,0.14563977751158083
Adult,Vanilla,100,0.32,0.2,0.8127917451478175,0.6320025756600128,0.8721590542757771,0.937023994758824,0.9137989014684452,0.11548320939213698
Adult,Vanilla,100,0.64,0.2,0.7811809024649906,0.6053175775480059,0.8554396768339846,0.97903529604455,0.9693889752481167,0.10042111204869593
Adult,Vanilla,100,1.28,0.2,0.7399066415526984,0.577209797657082,0.8382476819159121,0.996478584882483,0.9943576958404409,0.08993608955725342
Adult,OAF,100,0.01,0.2,0.8334288756039636,0.5533596837944664,0.8516928348935826,0.4345262468266317,0.3472918045183855,0.2972710781512691
Adult,OAF,100,0.02,0.2,0.8312996478584882,0.5517841601392516,0.8501027062471646,0.6806977315535173,0.6299705798614407,0.19572729621400703
Adult,OAF,100,0.04,0.2,0.8304807141102285,0.5540715208961654,0.8472310429659687,0.8327737286053558,0.805356972643218,0.15343865229174927
Adult,OAF,100,0.08,0.2,0.8270411923675375,0.5523526918185672,0.8431835466043642,0.9705183850626484,0.9654344695151225,0.12751724388517605
Adult,OAF,100,0.16,0.2,0.8208991892555892,0.5709240729841083,0.8359924145410853,0.9840307919089346,0.9805699481865285,0.11416416784191866
Adult,OAF,100,0.32,0.2,0.8008353124232249,0.5675675675675675,0.82650793822726,0.9936123167635739,0.9917972447155327,0.10317252808348404
Adult,OAF,100,0.64,0.2,0.7765948734747359,0.56,0.8160283788594239,0.9961510113831791,0.9947386096496138,0.09536883148380143
Adult,OAF,100,1.28,0.2,0.7590696912619769,0.5545124167171411,0.8051143709976452,0.9969699451314389,0.9956618595380466,0.09045106028120281
Adult,RABIT,100,0.01,0.2,0.8532470723118499,0.6494522691705791,0.9074786999762513,0.44984030791908935,0.32960782357050195,0.29938420685048
Adult,RABIT,100,0.02,0.2,0.8525919253132421,0.648849005072181,0.9059807884753841,0.5229710916386864,0.41790746477465773,0.26808765785831384
Adult,RABIT,100,0.04,0.2,0.8508721644418966,0.6483877196369956,0.9024823580826762,0.632708213905495,0.5494273658830621,0.2237487482144113
Adult,RABIT,100,0.08,0.2,0.8463680288264679,0.6471030850263356,0.8962706877910616,0.7152567357300794,0.6458184781501477,0.19852803928892837
Adult,RABIT,100,0.16,0.2,0.8405535992138236,0.6443835616438356,0.8861933396010044,0.8594709687986242,0.8223234624145785,0.14948047294941263
Adult,RABIT,100,0.32,0.2,0.8189337482597658,0.6396088019559902,0.8710020477880079,0.9173695848005896,0.8878639697710602,0.1248043880840194
Adult,RABIT,100,0.64,0.2,0.7879780525755467,0.6107352277852954,0.8517795072207536,0.9606911800835313,0.9434095732138646,0.1000112608795348
Adult,RABIT,100,1.28,0.2,0.7557120628941119,0.5818028879854199,0.8300438191706883,0.9903365817705347,0.98525,0.0889566435968049
Adult,Vanilla,100,0.01,0.2,0.8577512079272787,0.6661541418412454,0.9092983030497827,0.3569732208664319,0.20926485397784492,0.3219405420553878
Adult,Vanilla,100,0.02,0.2,0.856932274179019,0.6661570800687941,0.9080344528855862,0.496601424944722,0.3790909090909091,0.2770112013395856
Adult,Vanilla,100,0.04,0.2,0.8552125133076734,0.6645161290322581,0.9052741280837573,0.7038735566292686,0.6333772685795397,0.208502352183224
Adult,Vanilla,100,0.08,0.2,0.8511178445663746,0.6645756457564576,0.9011586570383567,0.7987060846777496,0.7469370946154638,0.17496660606342976
Adult,Vanilla,100,0.16,0.2,0.8470231758250758,0.6609800362976407,0.8943343303690476,0.8591433952993203,0.8212615608438117,0.1458745474138518
Adult,Vanilla,100,0.32,0.2,0.828760953238883,0.6495726495726496,0.8822763214739062,0.9504545082302842,0.9339951996508837,0.10498109757493229
Adult,Vanilla,100,0.64,0.2,0.797313897305708,0.621617489680477,0.8650324521087956,0.9803455900417656,0.9720670391061452,0.09281620047335432
Adult,Vanilla,100,1.28,0.2,0.754975022520678,0.5895747599451303,0.8444605495935557,0.9947588240111375,0.991839857197501,0.08354982838890473
Adult,OAF,100,0.01,0.2,0.8344934894767013,0.5691750159880622,0.8527024523718523,0.5471296372123495,0.47040796782225625,0.22912576612417962
Adult,OAF,100,0.02,0.2,0.8327737286053558,0.5701052631578948,0.8517931390001598,0.6649742035869298,0.6059905614947511,0.19261540685285453
Adult,OAF,100,0.04,0.2,0.8314634346081402,0.5696361355081556,0.8502010945360954,0.7669314552452706,0.7250507197372235,0.15852302806879165
Adult,OAF,100,0.08,0.2,0.8280239128654492,0.5687885010266941,0.8473016518990284,0.8628285971664892,0.8367923609081165,0.13931327682807823
Adult,OAF,100,0.16,0.2,0.8246662844975842,0.573590918143796,0.8423155522613316,0.940627303251167,0.9283030063291139,0.11688911376442308
Adult,OAF,100,0.32,0.2,0.8103349439030383,0.5669409124906507,0.836260610590242,0.975350094177381,0.969238630556975,0.10182983291514827
Adult,OAF,100,0.64,0.2,0.7874047989517649,0.5607445008460237,0.8297224407605236,0.9972975186307428,0.9964219885069934,0.08952493968074958
Adult,OAF,100,1.28,0.2,0.769142576365572,0.5582197147782479,0.8231901289116852,0.9987715993776104,0.9982861060329068,0.08801590990208007
Adult,RABIT,100,0.01,0.2,0.8541478994349357,0.6501669613042624,0.90727125745207,0.5050364425517976,0.3981278629755029,0.2740112899767679
Adult,RABIT,100,0.02,0.2,0.8525100319384162,0.6481734713811291,0.9055347161262992,0.5798050937679142,0.487617335729978,0.24171473137866017
Adult,RABIT,100,0.04,0.2,0.8521005650642863,0.6505417956656346,0.9027728807759415,0.7129637212349521,0.6482689412945308,0.1898383532075413
